측정일시,권역코드,권역명,측정소코드,측정소명,미세먼지_1시간,미세먼지_24시간,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
202501141600,101,서북권,111181,은평구,57,66,34,0.0272,0.0196,0.62,0.0034
202501141700,101,서북권,111181,은평구,63,65,38,0.0273,0.0211,0.67,0.0037
202501141800,101,서북권,111181,은평구,65,66,42,0.0253,0.023,0.71,0.0037
202501141900,101,서북권,111181,은평구,63,66,43,0.0289,0.0153,0.69,0.0038
202501142000,101,서북권,111181,은평구,70,66,47,0.025,0.0198,0.75,0.0037
202501142100,101,서북권,111181,은평구,59,65,35,0.0233,0.0194,0.69,0.0038
202501142200,101,서북권,111181,은평구,38,61,17,0.0235,0.0148,0.55,0.0033
202501142300,101,서북권,111181,은평구,23,53,12,0.0229,0.0142,0.5,0.0034
202501150000,101,서북권,111181,은평구,27,48,13,0.0239,0.0116,0.5,0.0032
202501150100,101,서북권,111181,은평구,31,42,13,0.0231,0.0116,0.49,0.0033
202501150200,101,서북권,111181,은평구,27,38,15,0.0216,0.012,0.46,0.0032
202501150300,101,서북권,111181,은평구,30,37,13,0.0201,0.0125,0.48,0.0032
202501150400,101,서북권,111181,은평구,32,37,10,0.0189,0.0119,0.49,0.0033
202501150500,101,서북권,111181,은평구,43,38,16,0.0178,0.0125,0.53,0.0034
202501150600,101,서북권,111181,은평구,43,39,14,0.016,0.014,0.54,0.0033
202501150700,101,서북권,111181,은평구,54,41,11,0.0149,0.0151,0.49,0.0033
202501150800,101,서북권,111181,은평구,60,44,11,0.0105,0.0219,0.53,0.0033
202501150900,101,서북권,111181,은평구,72,49,9,0.0111,0.0204,0.5,0.0033
202501151000,101,서북권,111181,은평구,63,52,6,0.0172,0.0124,0.42,0.0033
202501151100,101,서북권,111181,은평구,45,50,6,0.0209,0.0086,0.39,0.0033
202501151200,101,서북권,111181,은평구,38,47,4,0.0229,0.0084,0.37,0.0033
202501151300,101,서북권,111181,은평구,0,47,0,0,0,0,0
202501151400,101,서북권,111181,은평구,0,45,0,0,0,0,0
202501151500,101,서북권,111181,은평구,0,44,0,0,0,0,0
202501151600,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501151700,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501151800,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501151900,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501152000,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501152100,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501152200,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501152300,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160000,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160100,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160200,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160300,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160400,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160500,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160600,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160700,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160800,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501160900,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501161000,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501161100,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501161200,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501161300,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501161400,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501161500,101,서북권,111181,은평구,0,0,0,0,0,0,0
202501161600,101,서북권,111181,은평구,50,50,19,0,0,0,0
202501161700,101,서북권,111181,은평구,55,53,19,0.0216,0.0189,0.54,0.0034
202501161800,101,서북권,111181,은평구,53,53,25,0.0181,0.0215,0.6,0.0033
202501161900,101,서북권,111181,은평구,55,53,23,0.0111,0.0299,0.71,0.0033
202501162000,101,서북권,111181,은평구,48,52,26,0.0037,0.0345,0.77,0.003
202501162100,101,서북권,111181,은평구,58,53,28,0.0054,0.0323,0.75,0.003
202501162200,101,서북권,111181,은평구,56,54,32,0.0127,0.0245,0.73,0.0031
202501162300,101,서북권,111181,은평구,63,56,28,0.0159,0.0204,0.71,0.0032
202501170000,101,서북권,111181,은평구,58,57,34,0.0143,0.02,0.77,0.0032
202501170100,101,서북권,111181,은평구,56,57,31,0.0106,0.0202,0.74,0.003
202501170200,101,서북권,111181,은평구,44,55,21,0.0093,0.0193,0.68,0.0028
202501170300,101,서북권,111181,은평구,41,51,23,0.009,0.0194,0.67,0.0027
202501170400,101,서북권,111181,은평구,41,49,21,0.011,0.0196,0.66,0.0028
202501170500,101,서북권,111181,은평구,41,46,17,0.0086,0.0216,0.62,0.0028
202501170600,101,서북권,111181,은평구,32,44,13,0.0091,0.0215,0.59,0.0027
202501170700,101,서북권,111181,은평구,42,44,19,0.0054,0.0273,0.68,0.0028
202501170800,101,서북권,111181,은평구,40,43,22,0.0035,0.031,0.77,0.0028
202501170900,101,서북권,111181,은평구,49,44,18,0.0044,0.0309,0.85,0.003
202501171000,101,서북권,111181,은평구,51,46,26,0.0075,0.0309,0.91,0.0033
202501171100,101,서북권,111181,은평구,62,48,32,0.0112,0.0278,0.81,0.0034
202501171200,101,서북권,111181,은평구,63,52,31,0.0189,0.0232,0.69,0.0036
202501171300,101,서북권,111181,은평구,63,54,37,0.0206,0.0252,0.74,0.0037
202501171400,101,서북권,111181,은평구,67,57,38,0.0167,0.0332,0.77,0.004
202501171500,101,서북권,111181,은평구,72,57,40,0.0183,0.0333,0.7,0.0041
202501171600,101,서북권,111181,은평구,51,56,28,0.0308,0.0211,0.56,0.0039
202501171700,101,서북권,111181,은평구,46,54,17,0.0359,0.0168,0.5,0.0037
202501171800,101,서북권,111181,은평구,39,51,14,0.0283,0.023,0.62,0.0036
202501171900,101,서북권,111181,은평구,48,50,20,0.0129,0.0366,0.63,0.0039
202501172000,101,서북권,111181,은평구,39,49,17,0.0075,0.0398,0.81,0.0034
202501172100,101,서북권,111181,은평구,35,47,16,0.0059,0.0403,0.69,0.0032
202501172200,101,서북권,111181,은평구,36,46,17,0.0048,0.0388,0.67,0.0031
202501172300,101,서북권,111181,은평구,30,42,17,0.0076,0.0346,0.64,0.003
202501180000,101,서북권,111181,은평구,33,40,18,0.0061,0.0384,0.68,0.0031
202501180100,101,서북권,111181,은평구,27,38,15,0.004,0.0423,0.74,0.003
202501180200,101,서북권,111181,은평구,25,34,12,0.0067,0.0377,0.7,0.003
202501180300,101,서북권,111181,은평구,25,32,7,0.0124,0.0281,0.62,0.0029
202501180400,101,서북권,111181,은평구,19,29,8,0.0133,0.0288,0.67,0.0029
202501180500,101,서북권,111181,은평구,24,27,13,0.0053,0.0409,0.97,0.0031
202501180600,101,서북권,111181,은평구,23,27,12,0.0049,0.0399,0.74,0.0029
202501180700,101,서북권,111181,은평구,29,26,15,0.0078,0.0342,0.68,0.003
202501180800,101,서북권,111181,은평구,33,28,17,0.0049,0.0382,0.71,0.0031
202501180900,101,서북권,111181,은평구,46,31,19,0.0075,0.0383,0.81,0.0033
202501181000,101,서북권,111181,은평구,47,34,20,0.0087,0.0404,0.99,0.0036
202501181100,101,서북권,111181,은평구,56,39,29,0.0136,0.0381,0.9,0.0039
202501181200,101,서북권,111181,은평구,55,43,27,0.0188,0.0358,0.84,0.004
202501181300,101,서북권,111181,은평구,55,45,21,0.0262,0.0289,0.69,0.0039
202501181400,101,서북권,111181,은평구,46,46,24,0.0253,0.0305,0.68,0.0038
202501181500,101,서북권,111181,은평구,50,46,22,0.0246,0.0306,0.6,0.0036
202501181600,101,서북권,111181,은평구,48,46,28,0.0185,0.0414,0.67,0.004
202501181700,101,서북권,111181,은평구,59,48,31,0.0134,0.0475,0.71,0.0043
202501181800,101,서북권,111181,은평구,75,52,39,0.0057,0.058,0.83,0.0048
202501181900,101,서북권,111181,은평구,67,55,39,0.0039,0.0575,0.87,0.004
202501182000,101,서북권,111181,은평구,53,57,24,0.0059,0.0481,0.71,0.0034
202501182100,101,서북권,111181,은평구,38,54,18,0.0117,0.0355,0.58,0.0031
202501182200,101,서북권,111181,은평구,28,50,18,0.0159,0.0305,0.56,0.003
202501182300,101,서북권,111181,은평구,27,43,15,0.0084,0.0404,0.72,0.003
202501190000,101,서북권,111181,은평구,27,39,10,0.0128,0.0335,0.62,0.0029
202501190100,101,서북권,111181,은평구,30,37,11,0.0155,0.0304,0.61,0.0029
202501190200,101,서북권,111181,은평구,28,36,11,0.0139,0.0317,0.69,0.0029
202501190300,101,서북권,111181,은평구,29,35,14,0.0097,0.0371,0.71,0.003
202501190400,101,서북권,111181,은평구,39,37,25,0.0076,0.0414,0.73,0.0032
202501190500,101,서북권,111181,은평구,42,37,23,0.0118,0.0343,0.65,0.0032
202501190600,101,서북권,111181,은평구,45,38,22,0.0194,0.0242,0.58,0.0033
202501190700,101,서북권,111181,은평구,38,38,21,0.0219,0.0239,0.56,0.0032
202501190800,101,서북권,111181,은평구,33,37,14,0.0257,0.0215,0.54,0.0031
202501190900,101,서북권,111181,은평구,33,35,17,0.0269,0.0201,0.53,0.0031
202501191000,101,서북권,111181,은평구,34,34,20,0.0275,0.0196,0.54,0.0032
202501191100,101,서북권,111181,은평구,44,36,17,0.0295,0.0185,0.58,0.0036
202501191200,101,서북권,111181,은평구,38,37,22,0.0286,0.0205,0.6,0.0037
202501191300,101,서북권,111181,은평구,40,38,24,0.0303,0.0207,0.65,0.0039
202501191400,101,서북권,111181,은평구,46,40,27,0.0299,0.0235,0.68,0.0039
202501191500,101,서북권,111181,은평구,47,41,25,0.0334,0.0219,0.64,0.0038
202501191600,101,서북권,111181,은평구,44,42,25,0.0403,0.0186,0.64,0.0039
202501191700,101,서북권,111181,은평구,44,43,27,0.0423,0.0181,0.65,0.004
202501191800,101,서북권,111181,은평구,47,43,28,0.0367,0.0205,0.63,0.0036
202501191900,101,서북권,111181,은평구,43,43,22,0.0203,0.0308,0.68,0.0032
202501192000,101,서북권,111181,은평구,41,43,20,0.0176,0.0309,0.66,0.003
202501192100,101,서북권,111181,은평구,41,43,26,0.0149,0.0331,0.73,0.0031
202501192200,101,서북권,111181,은평구,38,42,22,0.0152,0.029,0.72,0.003
202501192300,101,서북권,111181,은평구,35,40,25,0.0156,0.0285,0.65,0.0029
202501200000,101,서북권,111181,은평구,41,41,25,0.0112,0.032,0.74,0.003
202501200100,101,서북권,111181,은평구,37,40,27,0.0126,0.0293,0.75,0.0029
202501200200,101,서북권,111181,은평구,43,40,31,0.0149,0.0278,0.74,0.0029
202501200300,101,서북권,111181,은평구,46,42,32,0.0238,0.0196,0.66,0.003
202501200400,101,서북권,111181,은평구,46,42,34,0.0149,0.0263,0.69,0.003
202501200500,101,서북권,111181,은평구,49,44,35,0.0167,0.0246,0.69,0.003
202501200600,101,서북권,111181,은평구,51,45,38,0.0113,0.0288,0.72,0.003
202501200700,101,서북권,111181,은평구,61,48,46,0.0052,0.0367,0.85,0.003
202501200800,101,서북권,111181,은평구,64,51,43,0.003,0.0391,0.93,0.003
202501200900,101,서북권,111181,은평구,66,54,43,0.0041,0.0389,0.95,0.003
202501201000,101,서북권,111181,은평구,94,62,65,0.0074,0.042,1.06,0.0032
202501201100,101,서북권,111181,은평구,133,72,94,0.0125,0.0398,1.1,0.0033
202501201200,101,서북권,111181,은평구,135,85,103,0.03,0.027,1.15,0.0038
202501201300,101,서북권,111181,은평구,130,93,94,0.0383,0.0225,1.07,0.004
202501201400,101,서북권,111181,은평구,122,90,91,0.0422,0.0236,1,0.0041
202501201500,101,서북권,111181,은평구,121,92,79,0.0424,0.025,0.98,0.004
202501201600,101,서북권,111181,은평구,118,94,78,0.0426,0.0265,0.95,0.0039
202501201700,101,서북권,111181,은평구,105,94,71,0.0409,0.0283,0.9,0.0036
202501201800,101,서북권,111181,은평구,115,96,76,0.0279,0.0391,0.93,0.0036
202501201900,101,서북권,111181,은평구,109,97,75,0.0084,0.0515,1.05,0.0031
202501202000,101,서북권,111181,은평구,110,98,79,0.0066,0.0498,1.06,0.0028
202501202100,101,서북권,111181,은평구,110,100,90,0.006,0.0484,1.06,0.0028
202501202200,101,서북권,111181,은평구,113,101,94,0.0073,0.0448,1.03,0.0028
202501202300,101,서북권,111181,은평구,117,101,88,0.01,0.0383,1.03,0.0027
202501210000,101,서북권,111181,은평구,117,101,92,0.0089,0.0383,1.01,0.0027
202501210100,101,서북권,111181,은평구,112,100,90,0.0092,0.0341,1.05,0.0027
202501210200,101,서북권,111181,은평구,121,101,94,0.0103,0.033,1.03,0.0026
202501210300,101,서북권,111181,은평구,105,99,78,0.0183,0.0229,0.91,0.0026
202501210400,101,서북권,111181,은평구,109,98,85,0.0109,0.0322,0.98,0.0027
202501210500,101,서북권,111181,은평구,115,99,82,0.0049,0.0393,1.2,0.0027
202501210600,101,서북권,111181,은평구,111,97,83,0.0042,0.0395,1.06,0.0028
202501210700,101,서북권,111181,은평구,106,97,82,0.0031,0.0444,1.23,0.003
202501210800,101,서북권,111181,은평구,110,98,80,0.0032,0.0422,1.14,0.0028
202501210900,101,서북권,111181,은평구,111,97,83,0.0039,0.045,1.38,0.003
202501211000,101,서북권,111181,은평구,122,99,90,0.0044,0.0521,1.56,0.0035
202501211100,101,서북권,111181,은평구,125,101,101,0.0055,0.0563,1.54,0.0036
202501211200,101,서북권,111181,은평구,117,101,93,0.0133,0.0452,1.14,0.0031
202501211300,101,서북권,111181,은평구,120,103,90,0.0156,0.0425,1.11,0.0031
202501211400,101,서북권,111181,은평구,114,102,98,0.0169,0.0416,1.07,0.0031
202501211500,101,서북권,111181,은평구,124,102,94,0.0176,0.0437,1.06,0.0032
202501211600,101,서북권,111181,은평구,122,103,98,0.0165,0.0494,1.02,0.0033
202501211700,101,서북권,111181,은평구,141,106,103,0.0113,0.0575,1.08,0.0035
202501211800,101,서북권,111181,은평구,137,110,102,0.0058,0.0618,1.11,0.0032
202501211900,101,서북권,111181,은평구,123,110,91,0.0036,0.0608,1.1,0.003
202501212000,101,서북권,111181,은평구,114,110,76,0.0035,0.0572,1,0.003
202501212100,101,서북권,111181,은평구,98,108,72,0.0035,0.0541,0.94,0.003
202501212200,101,서북권,111181,은평구,105,108,76,0.0034,0.0565,1.02,0.0029
202501212300,101,서북권,111181,은평구,91,106,63,0.0034,0.0522,1.06,0.003
202501220000,101,서북권,111181,은평구,63,98,47,0.0132,0.0358,0.86,0.0029
202501220100,101,서북권,111181,은평구,78,93,58,0.0047,0.0533,1.02,0.0031
202501220200,101,서북권,111181,은평구,72,91,49,0.0072,0.0463,0.95,0.003
202501220300,101,서북권,111181,은평구,68,86,47,0.0075,0.0424,0.89,0.003
202501220400,101,서북권,111181,은평구,65,84,45,0.0062,0.0439,0.9,0.003
202501220500,101,서북권,111181,은평구,72,80,50,0.0037,0.0457,0.96,0.0031
202501220600,101,서북권,111181,은평구,78,76,52,0.0038,0.0475,1.05,0.0032
202501220700,101,서북권,111181,은평구,76,72,56,0.0093,0.0397,1,0.0032
202501220800,101,서북권,111181,은평구,87,69,61,0.0035,0.0453,1,0.0032
202501220900,101,서북권,111181,은평구,80,69,61,0.0073,0.0391,1,0.0031
202501221000,101,서북권,111181,은평구,89,69,66,0.0111,0.0353,0.9,0.003
202501221100,101,서북권,111181,은평구,94,71,64,0.0202,0.0257,0.88,0.0031
202501221200,101,서북권,111181,은평구,92,73,59,0.0259,0.0228,0.85,0.0034
202501221300,101,서북권,111181,은평구,76,72,55,0.0318,0.0208,0.81,0.0034
202501221400,101,서북권,111181,은평구,78,72,47,0.0359,0.0202,0.78,0.0035
202501221500,101,서북권,111181,은평구,74,70,51,0.0429,0.0183,0.78,0.0037
202501221600,101,서북권,111181,은평구,89,71,54,0.039,0.0248,0.83,0.0034
202501221700,101,서북권,111181,은평구,88,75,55,0.0381,0.0229,0.83,0.0036
202501221800,101,서북권,111181,은평구,74,77,46,0,0,0,0
202501221900,101,서북권,111181,은평구,73,76,47,0.0306,0.0259,0.69,0.0039
202501222000,101,서북권,111181,은평구,85,76,51,0.0234,0.0339,0.78,0.0038
202501222100,101,서북권,111181,은평구,78,75,49,0.0175,0.0386,0.77,0.0035
202501222200,101,서북권,111181,은평구,66,71,42,0.0108,0.0389,0.74,0.0029
202501222300,101,서북권,111181,은평구,66,71,43,0.0114,0.0356,0.73,0.0027
202501230000,101,서북권,111181,은평구,61,69,40,0.0179,0.0249,0.64,0.0028
202501230100,101,서북권,111181,은평구,57,68,30,0.02,0.0208,0.58,0.0028
202501230200,101,서북권,111181,은평구,47,65,34,0.0147,0.0256,0.67,0.0028
202501230300,101,서북권,111181,은평구,49,61,36,0.0123,0.0259,0.65,0.0027
202501230400,101,서북권,111181,은평구,45,58,21,0.0169,0.0207,0.52,0.0027
202501230500,101,서북권,111181,은평구,47,55,26,0.0175,0.0186,0.52,0.0027
202501230600,101,서북권,111181,은평구,45,53,27,0.0115,0.0253,0.56,0.0026
202501230700,101,서북권,111181,은평구,39,51,26,0.007,0.032,0.61,0.0027
202501230800,101,서북권,111181,은평구,35,47,22,0.0056,0.0344,0.56,0.0027
202501230900,101,서북권,111181,은평구,38,44,20,0.0066,0.0361,0.63,0.0028
202501231000,101,서북권,111181,은평구,37,42,25,0.0122,0.0313,0.62,0.0031
202501231100,101,서북권,111181,은평구,40,41,16,0.0242,0.0183,0.44,0.0032
202501231200,101,서북권,111181,은평구,33,40,10,0.0256,0.0173,0.38,0.0034
202501231300,101,서북권,111181,은평구,41,40,17,0.0246,0.0205,0.39,0.0033
202501231400,101,서북권,111181,은평구,58,43,25,0.0217,0.0278,0.48,0.0034
202501231500,101,서북권,111181,은평구,43,43,19,0.028,0.0187,0.36,0.0032
202501231600,101,서북권,111181,은평구,30,42,0,0.0321,0.0138,0.29,0.003
202501231700,101,서북권,111181,은평구,28,39,6,0.0326,0.0144,0.31,0.0032
202501231800,101,서북권,111181,은평구,28,35,9,0.0282,0.02,0.37,0.0035
202501231900,101,서북권,111181,은평구,35,34,22,0.0184,0.0322,0.46,0.0036
202501232000,101,서북권,111181,은평구,40,35,17,0.0146,0.0351,0.51,0.0032
202501232100,101,서북권,111181,은평구,33,36,18,0.0095,0.0394,0.52,0.0031
202501232200,101,서북권,111181,은평구,32,36,15,0.0103,0.036,0.55,0.0029
202501232300,101,서북권,111181,은평구,34,36,15,0.0107,0.0345,0.61,0.003
202501240000,101,서북권,111181,은평구,29,34,19,0.0116,0.0305,0.53,0.0028
202501240100,101,서북권,111181,은평구,34,34,13,0.0161,0.0247,0.47,0.0028
202501240200,101,서북권,111181,은평구,31,33,17,0.0135,0.0267,0.47,0.0028
202501240300,101,서북권,111181,은평구,27,31,18,0.0134,0.026,0.47,0.0028
202501240400,101,서북권,111181,은평구,33,32,13,0.0109,0.0287,0.51,0.0028
202501240500,101,서북권,111181,은평구,27,31,18,0.0106,0.031,0.52,0.0028
202501240600,101,서북권,111181,은평구,30,31,18,0.0061,0.0368,0.67,0.0028
202501240700,101,서북권,111181,은평구,30,31,15,0.0054,0.0369,0.67,0.0029
202501240800,101,서북권,111181,은평구,40,32,18,0.0036,0.0398,0.57,0.003
202501240900,101,서북권,111181,은평구,37,33,15,0.0043,0.0429,0.71,0.0031
202501241000,101,서북권,111181,은평구,52,37,23,0.0066,0.0427,0.83,0.0035
202501241100,101,서북권,111181,은평구,57,41,26,0.0105,0.0401,0.77,0.0037
202501241200,101,서북권,111181,은평구,69,46,36,0.0107,0.0438,0.82,0.0039
202501241300,101,서북권,111181,은평구,60,50,31,0.0141,0.0388,0.7,0.0038
202501241400,101,서북권,111181,은평구,55,52,29,0.018,0.0332,0.59,0.0037
202501241500,101,서북권,111181,은평구,58,53,30,0.0269,0.0264,0.5,0.0034
202501241600,101,서북권,111181,은평구,49,51,25,0.0333,0.0191,0.41,0.0032
202501241700,101,서북권,111181,은평구,32,48,12,0.0318,0.0153,0.34,0.0032
202501241800,101,서북권,111181,은평구,24,44,13,0.0279,0.0182,0.35,0.0031
202501241900,101,서북권,111181,은평구,31,41,11,0.0162,0.0319,0.47,0.0031
202501242000,101,서북권,111181,은평구,35,39,20,0.0051,0.0486,0.75,0.0031
202501242100,101,서북권,111181,은평구,32,38,15,0.0139,0.0315,0.45,0.0029
202501242200,101,서북권,111181,은평구,29,38,14,0.0085,0.0378,0.55,0.0029
202501242300,101,서북권,111181,은평구,27,36,11,0.0094,0.0361,0.55,0.0029
202501250000,101,서북권,111181,은평구,29,34,10,0.0092,0.0353,0.53,0.0028
202501250100,101,서북권,111181,은평구,26,32,16,0.0099,0.0329,0.56,0.0028
202501250200,101,서북권,111181,은평구,28,30,12,0.0134,0.0267,0.52,0.0028
202501250300,101,서북권,111181,은평구,21,28,12,0.0121,0.0273,0.56,0.0027
202501250400,101,서북권,111181,은평구,19,26,11,0.0123,0.0262,0.48,0.0028
202501250500,101,서북권,111181,은평구,18,24,9,0.0095,0.0296,0.57,0.0027
202501250600,101,서북권,111181,은평구,20,23,13,0.0055,0.0343,0.58,0.0026
202501250700,101,서북권,111181,은평구,19,22,13,0.0031,0.0424,0.82,0.0029
202501250800,101,서북권,111181,은평구,22,22,10,0.0042,0.041,0.76,0.0028
202501250900,101,서북권,111181,은평구,21,22,9,0.0076,0.0384,0.73,0.0029
202501251000,101,서북권,111181,은평구,16,21,9,0.0133,0.0323,0.78,0.003
202501251100,101,서북권,111181,은평구,18,20,7,0.0225,0.0196,0.44,0.003
202501251200,101,서북권,111181,은평구,13,19,5,0.0303,0.0107,0.31,0.0028
202501251300,101,서북권,111181,은평구,0,18,0,0.0338,0.0083,0.3,0.003
202501251400,101,서북권,111181,은평구,22,18,13,0.0346,0.0081,0.3,0.0029
202501251500,101,서북권,111181,은평구,18,18,7,0.0325,0.0112,0.32,0.0027
202501251600,101,서북권,111181,은평구,14,18,5,0.0346,0.0093,0.32,0.0027
202501251700,101,서북권,111181,은평구,10,17,2,0.0347,0.0087,0.28,0.0026
202501251800,101,서북권,111181,은평구,14,16,2,0.0343,0.0082,0.27,0.0025
202501251900,101,서북권,111181,은평구,11,14,3,0.0233,0.0189,0.32,0.0025
202501252000,101,서북권,111181,은평구,13,14,3,0.0304,0.0102,0.29,0.0025
202501252100,101,서북권,111181,은평구,10,13,2,0.0327,0.0075,0.27,0.0026
202501252200,101,서북권,111181,은평구,11,13,2,0.0329,0.0069,0.27,0.0025
202501252300,101,서북권,111181,은평구,10,12,2,0.0331,0.0071,0.27,0.0025
