날짜,역명,구분,새벽,출근,낮,퇴근,출근_ratio,퇴근_ratio,commute_balance,위도,경도
2024-01-19,녹번,하차,4073,1472,4050,5982,0.09449829877383321,0.3840277331963793,-0.6050442715320633,37.600927,126.935756
2024-01-19,응암,승차,1658,9327,6014,2560,0.4768648703921468,0.13088603711846208,0.5692773618238411,37.598605,126.915577
2024-01-19,응암,하차,4885,1677,5370,7267,0.08734829939059326,0.37850929735923744,-0.625,37.598605,126.915577
2024-01-19,역촌,승차,322,1894,1361,573,0.4563855421686747,0.1380722891566265,0.535468179975679,37.606021,126.922744
2024-01-19,역촌,하차,1115,687,1399,1695,0.1403186274509804,0.34620098039215685,-0.42317380352644834,37.606021,126.922744
2024-01-19,불광,승차,477,1509,2151,961,0.29599843075715965,0.1885052961945861,0.22186234817813766,37.610873,126.92939
2024-01-19,불광,승차,477,1509,2151,961,0.29599843075715965,0.1885052961945861,0.22186234817813766,37.610553,126.92982
2024-01-19,불광,하차,894,681,1720,1492,0.1422602882807604,0.3116774597869229,-0.3732167510354349,37.610873,126.92939
2024-01-19,불광,하차,894,681,1720,1492,0.1422602882807604,0.3116774597869229,-0.3732167510354349,37.610553,126.92982
2024-01-19,독바위,승차,208,1553,951,318,0.5125412541254125,0.10495049504950495,0.6600748262960984,37.618456,126.933031
2024-01-19,독바위,하차,825,288,805,1158,0.09362808842652796,0.3764629388816645,-0.6016597510373444,37.618456,126.933031
2024-01-19,구산,승차,712,4059,2879,1147,0.46140729794248037,0.13038535864499262,0.5593545908567038,37.611377,126.91727
2024-01-19,구산,하차,1423,698,2295,2269,0.1044128646222887,0.3394166043380703,-0.5294910684192787,37.611377,126.91727
2024-01-19,디지털미디어시티,승차,1321,6220,4374,4536,0.3780925171722084,0.275727919275424,0.15656377835626628,37.576958,126.898609
2024-01-19,디지털미디어시티,승차,1321,6220,4374,4536,0.3780925171722084,0.275727919275424,0.15656377835626628,37.576108,126.901391
2024-01-19,디지털미디어시티,승차,1321,6220,4374,4536,0.3780925171722084,0.275727919275424,0.15656377835626628,37.577475,126.900453
2024-01-19,디지털미디어시티,하차,3272,6015,3792,4801,0.33640939597315433,0.2685123042505593,0.11224112426035503,37.576958,126.898609
2024-01-19,디지털미디어시티,하차,3272,6015,3792,4801,0.33640939597315433,0.2685123042505593,0.11224112426035503,37.576108,126.901391
2024-01-19,디지털미디어시티,하차,3272,6015,3792,4801,0.33640939597315433,0.2685123042505593,0.11224112426035503,37.577475,126.900453
2024-01-20,구파발,승차,1761,3013,9056,2601,0.18337289270281784,0.15829833850648165,0.07338795867474172,37.636763,126.918821
2024-01-20,구파발,하차,3311,2247,7555,3372,0.13630573248407643,0.20454959053685168,-0.200213561131874,37.636763,126.918821
2024-01-20,연신내,승차,3540,6024,15309,4238,0.20693208752705164,0.1455807083233142,0.17404014811927498,37.61878,126.9213
2024-01-20,연신내,승차,3540,6024,15309,4238,0.20693208752705164,0.1455807083233142,0.17404014811927498,37.618636,126.920625
2024-01-20,연신내,승차,3540,6024,15309,4238,0.20693208752705164,0.1455807083233142,0.17404014811927498,37.619229,126.921038
2024-01-20,연신내,하차,6248,2691,12159,7023,0.09569360975783223,0.24974218555527897,-0.4459542927733169,37.61878,126.9213
2024-01-20,연신내,하차,6248,2691,12159,7023,0.09569360975783223,0.24974218555527897,-0.4459542927733169,37.618636,126.920625
2024-01-20,연신내,하차,6248,2691,12159,7023,0.09569360975783223,0.24974218555527897,-0.4459542927733169,37.619229,126.921038
2024-01-20,불광,승차,1298,2561,7630,2180,0.18735825590752797,0.15948496598141781,0.08036279265977642,37.610873,126.92939
2024-01-20,불광,승차,1298,2561,7630,2180,0.18735825590752797,0.15948496598141781,0.08036279265977642,37.610553,126.92982
2024-01-20,불광,하차,2664,1826,7303,3083,0.12274805055122345,0.20724657165904814,-0.25606029741291503,37.610873,126.92939
2024-01-20,불광,하차,2664,1826,7303,3083,0.12274805055122345,0.20724657165904814,-0.25606029741291503,37.610553,126.92982
2024-01-20,녹번,승차,819,2894,6310,1295,0.25569888672910407,0.11441950874712847,0.38171401289090473,37.600927,126.935756
2024-01-20,녹번,하차,2498,789,3835,2702,0.08031351791530944,0.27504071661237783,-0.54798052134059,37.600927,126.935756
2024-01-20,응암,승차,1293,3138,7479,1785,0.22913472070098576,0.1303395399780942,0.2748324192565509,37.598605,126.915577
2024-01-20,응암,하차,3478,1100,5374,3449,0.08208342660995448,0.25736885307066637,-0.5163772257639041,37.598605,126.915577
