dong,month,age_group,총인구,1인가구수,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 많은 집단,생활서비스 이용이 많은 집단,lat,lng
수색동,5,2,4581.0,539.66,36.63,36.87,33.43,40.74,29.47,37.585574,126.894529
수색동,5,3,3113.0,854.55,72.53,88.32,97.91,7.38,100.59,37.585574,126.894529
수색동,6,0,3387.0,542.4300000000001,34.38,37.78,38.18,128.91,42.15,37.585574,126.894529
수색동,6,1,4092.0,635.47,32.99,45.95,39.89,120.63,38.59,37.585574,126.894529
수색동,6,2,4614.0,550.49,35.59,45.06,33.26,45.3,30.85,37.585574,126.894529
수색동,6,3,3141.0,862.87,72.71,95.16,89.96000000000001,8.42,105.94,37.585574,126.894529
수색동,7,0,3400.0,546.76,40.01,42.89,43.0,124.54,40.21,37.585574,126.894529
수색동,7,1,4027.0,625.47,38.0,42.129999999999995,44.75,117.86,39.08,37.585574,126.894529
수색동,7,2,4640.0,548.97,40.33,44.04,33.11,44.9,30.39,37.585574,126.894529
수색동,7,3,3151.0,869.51,77.67999999999999,89.92,112.19,7.92,108.24,37.585574,126.894529
수색동,8,0,3447.0,560.4300000000001,44.760000000000005,39.68,46.64,121.44,42.18,37.585574,126.894529
수색동,8,1,4067.0,631.6700000000001,48.03,40.1,47.36,111.14,37.04,37.585574,126.894529
수색동,8,2,4662.0,549.6800000000001,46.120000000000005,41.46,36.1,42.4,31.43,37.585574,126.894529
수색동,8,3,3190.0,892.91,95.84,99.7,122.08,7.529999999999999,110.96,37.585574,126.894529
수색동,9,0,3360.0,537.38,42.42,44.51,43.18,119.01,40.48,37.585574,126.894529
수색동,9,1,4001.0,623.28,42.28,44.98,42.8,115.75,39.87,37.585574,126.894529
수색동,9,2,4694.0,556.4300000000001,48.11,42.53,33.769999999999996,43.52,34.41,37.585574,126.894529
수색동,9,3,3210.0,904.82,91.64,103.46,83.34,7.92,110.99,37.585574,126.894529
수색동,10,0,3434.0,548.6800000000001,37.81,47.78,33.11,126.95,42.16,37.585574,126.894529
수색동,10,1,4035.0,636.37,36.0,42.9,36.07,119.2,40.86,37.585574,126.894529
수색동,10,2,4751.0,567.75,43.52,49.98,29.33,45.91,32.21,37.585574,126.894529
수색동,10,3,3256.0,950.86,82.3,101.69,54.74,8.6,118.83,37.585574,126.894529
수색동,11,0,3353.0,533.53,33.52,42.91,29.68,122.03,40.35,37.585574,126.894529
수색동,11,1,3916.0,612.7,33.019999999999996,37.93,32.93,114.76,42.02,37.585574,126.894529
수색동,11,2,4691.0,563.86,38.48,48.48,29.12,47.32,30.91,37.585574,126.894529
수색동,11,3,3272.0,923.67,66.78999999999999,103.61,86.35,8.48,117.79,37.585574,126.894529
수색동,12,0,4028.0,648.72,39.48,57.7,41.02,157.54,46.14,37.585574,126.894529
수색동,12,1,4639.0,728.31,39.98,47.010000000000005,40.72,142.59,46.71,37.585574,126.894529
수색동,12,2,4824.0,578.5799999999999,40.45,52.67,33.69,49.65,33.51,37.585574,126.894529
수색동,12,3,2998.0,841.26,55.97,97.15,73.36,8.66,109.0,37.585574,126.894529
진관동,1,0,8186.0,1846.59,185.09,125.23,164.72,284.51,142.52,37.639681,126.937804
진관동,1,1,14185.0,1506.92,145.09,87.19,128.85,372.88,109.37,37.639681,126.937804
진관동,1,2,10494.6,751.88,65.11,41.26,45.75,94.27,44.93,37.639681,126.937804
진관동,1,3,6907.1,1070.98,121.57,119.66,96.96,19.56,87.15,37.639681,126.937804
진관동,2,0,8172.0,1856.36,193.01,138.72,183.48,291.57000000000005,143.72,37.639681,126.937804
진관동,2,1,14132.0,1507.11,157.45,90.73,134.31,372.98,109.87,37.639681,126.937804
진관동,2,2,10642.6,771.27,63.59,46.46,49.39,93.61,48.6,37.639681,126.937804
진관동,2,3,7158.6,1127.12,131.24,125.57,103.82,20.18,91.2,37.639681,126.937804
진관동,3,0,8159.0,1855.53,196.6,137.9,185.63,270.02,146.98,37.639681,126.937804
진관동,3,1,14243.1,1520.51,144.48,96.54,135.59,375.15,111.85,37.639681,126.937804
진관동,3,2,11182.2,807.15,71.85,47.57,47.71,94.4,50.34,37.639681,126.937804
진관동,3,3,7672.200000000001,1184.84,139.20999999999998,132.46,98.01,20.94,95.98,37.639681,126.937804
진관동,4,0,8146.0,1838.53,213.97,130.86,175.84,257.77,146.05,37.639681,126.937804
진관동,4,1,14301.0,1535.27,160.72,98.23,125.82,355.06,108.32,37.639681,126.937804
진관동,4,2,11497.0,833.96,74.84,48.74,50.82,95.88,51.39,37.639681,126.937804
진관동,4,3,8144.0,1250.99,161.86,143.35,98.42,22.56,100.46,37.639681,126.937804
진관동,5,0,8130.0,1827.81,199.17,128.38,155.46,245.94,146.94,37.639681,126.937804
진관동,5,1,14327.0,1539.47,157.3,105.85,123.85,342.36,107.54,37.639681,126.937804
진관동,5,2,11802.0,855.74,86.84,50.24,52.53,98.31,52.08,37.639681,126.937804
진관동,5,3,8328.0,1293.52,181.72,139.1,101.07,21.27,106.46,37.639681,126.937804
진관동,6,0,8116.0,1826.55,193.04,133.26,148.19,249.02,141.93,37.639681,126.937804
진관동,6,1,14244.0,1525.24,162.47,83.65,133.95,338.82,106.69,37.639681,126.937804
진관동,6,2,11594.0,839.76,89.00999999999999,46.86,51.27,96.99,51.66,37.639681,126.937804
진관동,6,3,8248.0,1288.34,196.9,136.02,117.87,21.78,106.97,37.639681,126.937804
진관동,7,0,8104.0,1852.44,200.54,138.18,180.49,244.85,141.98,37.639681,126.937804
진관동,7,1,14180.0,1520.91,171.23,85.81,128.79,337.51,110.7,37.639681,126.937804
진관동,7,2,11704.0,844.69,89.49,43.78,55.7,96.53,51.98,37.639681,126.937804
진관동,7,3,8240.0,1284.97,194.59,140.13,125.78,21.04,114.34,37.639681,126.937804
진관동,8,0,8090.0,1868.68,218.67,143.7,179.23,246.26,135.63,37.639681,126.937804
진관동,8,1,14131.0,1519.15,188.21,83.62,135.3,328.94,109.13,37.639681,126.937804
진관동,8,2,11755.0,847.87,95.74,46.34,57.2,94.14,50.53,37.639681,126.937804
진관동,8,3,8396.0,1326.95,210.34,140.29,135.49,21.0,117.15,37.639681,126.937804
진관동,9,0,8076.0,1817.81,224.52,137.43,196.0,241.16000000000005,131.39,37.639681,126.937804
진관동,9,1,14095.0,1519.75,189.05,80.68,147.11,314.43,107.39,37.639681,126.937804
진관동,9,2,11742.0,854.0799999999999,99.83,47.59,61.79,91.19,52.36,37.639681,126.937804
진관동,9,3,8318.0,1329.92,211.97,147.98000000000002,157.01,20.17,114.93,37.639681,126.937804
진관동,10,0,8062.0,1796.1,218.94,121.82,169.13,228.08,138.72,37.639681,126.937804
진관동,10,1,14051.0,1522.56,179.71,89.58,144.79,315.98,108.02,37.639681,126.937804
진관동,10,2,11714.0,861.74,96.41,49.06,59.51,93.2,54.0,37.639681,126.937804
진관동,10,3,8332.0,1397.6,221.54,152.7,163.72,20.13,117.09,37.639681,126.937804
진관동,11,0,8050.0,1782.87,230.49,127.82,176.78,218.95,140.43,37.639681,126.937804
진관동,11,1,13927.0,1513.94,179.81,87.75,137.14,310.11,108.41,37.639681,126.937804
진관동,11,2,11587.0,858.31,98.0,45.96,59.17,93.81,53.81,37.639681,126.937804
진관동,11,3,8098.0,1297.5500000000002,218.22,134.14999999999998,131.97,19.72,110.49,37.639681,126.937804
진관동,12,0,9146.0,2039.17,238.43,168.74,189.99,266.01,155.6,37.639681,126.937804
진관동,12,1,11735.0,1169.22,133.22,63.91,102.01,246.89,82.83,37.639681,126.937804
진관동,12,2,12555.0,917.99,98.17,48.81,62.12,103.38,53.3,37.639681,126.937804
진관동,12,3,9130.0,1478.06,238.89,153.85,149.95,22.34,125.5,37.639681,126.937804
불광2동,1,0,6118.0,1306.2,133.35,142.36,119.35,214.12,146.08,37.602766,126.928839
불광2동,1,1,6454.0,1174.75,134.95,138.13,145.46,163.82999999999998,131.78,37.602766,126.928839
불광2동,1,2,7016.0,1134.66,143.12,153.45,141.68,53.53,129.17000000000002,37.602766,126.928839
불광2동,1,3,5194.0,1635.5,201.3,137.57999999999998,186.88,10.64,210.8,37.602766,126.928839
불광2동,2,0,6107.0,1315.28,128.67000000000002,136.24,139.1,216.12,142.73,37.602766,126.928839
불광2동,2,1,6433.0,1165.34,133.57999999999998,119.92,143.07,166.69,128.47,37.602766,126.928839
불광2동,2,2,7056.0,1135.26,146.67,138.06,146.59,52.2,126.56,37.602766,126.928839
불광2동,2,3,5343.8,1704.67,196.22,148.46,204.84,10.67,223.8,37.602766,126.928839
불광2동,3,0,6098.0,1307.1699999999998,132.95,126.61,127.81,214.11,142.23000000000002,37.602766,126.928839
불광2동,3,1,6408.0,1169.04,130.61,143.2,130.65,160.96,138.38,37.602766,126.928839
불광2동,3,2,7094.0,1132.96,140.06,141.6,135.97,51.57,127.0,37.602766,126.928839
불광2동,3,3,5654.4,1778.1799999999998,198.81,157.35,199.68,11.19,223.37,37.602766,126.928839
불광2동,4,0,6087.0,1290.17,105.69,135.26,118.46,214.55,143.44,37.602766,126.928839
불광2동,4,1,6384.0,1165.37,120.41,133.43,119.08,161.88,136.85,37.602766,126.928839
불광2동,4,2,7134.0,1158.21,122.72,133.13,116.0,54.65,133.47,37.602766,126.928839
불광2동,4,3,5557.0,1745.58,172.41,152.53,147.77,11.91,218.23,37.602766,126.928839
불광2동,5,0,6077.0,1268.37,106.16,117.17,116.06,198.72,142.11,37.602766,126.928839
불광2동,5,1,6360.0,1161.57,114.37,109.89,112.24,158.43,129.78,37.602766,126.928839
불광2동,5,2,7174.0,1150.73,116.95,130.6,114.02,56.95,119.69,37.602766,126.928839
불광2동,5,3,5455.0,1710.92,162.53,152.45,158.91,11.78,216.72,37.602766,126.928839
불광2동,6,0,6067.0,1273.21,93.54,108.06,115.5,199.61,146.15,37.602766,126.928839
불광2동,6,1,6336.0,1159.59,110.78,109.43,115.73,166.36,122.4,37.602766,126.928839
불광2동,6,2,7213.0,1155.63,109.36,130.55,120.91,59.83,129.18,37.602766,126.928839
불광2동,6,3,5440.0,1691.15,156.48,161.34,161.81,12.92,209.5,37.602766,126.928839
불광2동,7,0,6057.0,1281.22,105.15,119.2,120.94,204.86,153.94,37.602766,126.928839
불광2동,7,1,6314.0,1155.75,106.24,109.79,117.46,171.28,126.5,37.602766,126.928839
불광2동,7,2,7253.0,1164.57,105.76,128.01,114.86,60.12,131.57999999999998,37.602766,126.928839
불광2동,7,3,5453.0,1692.41,141.24,160.52,164.42000000000002,12.85,216.01,37.602766,126.928839
불광2동,8,0,6048.0,1284.6799999999998,112.57,123.94,121.21,205.52,156.98000000000002,37.602766,126.928839
불광2동,8,1,6290.0,1152.65,120.73,120.39,124.96,167.85,133.63,37.602766,126.928839
불광2동,8,2,7291.0,1166.8,109.89,129.42000000000002,119.05,59.4,132.45,37.602766,126.928839
불광2동,8,3,5496.0,1713.17,160.91,160.46,186.6,12.85,218.72,37.602766,126.928839
불광2동,9,0,6037.0,1267.77,115.4,118.56,119.97,199.5,159.35,37.602766,126.928839
불광2동,9,1,6267.0,1163.43,122.74,125.34,122.51,171.43,132.93,37.602766,126.928839
불광2동,9,2,7332.0,1176.65,116.56,130.70000000000002,111.02,60.56,128.91,37.602766,126.928839
불광2동,9,3,5477.0,1716.1,176.04,157.74,161.12,12.72,219.14,37.602766,126.928839
불광2동,10,0,6027.0,1253.21,122.48,122.77,124.28,192.32,150.85,37.602766,126.928839
불광2동,10,1,6243.0,1156.25,124.77,116.98,126.51,160.96,131.9,37.602766,126.928839
불광2동,10,2,7370.0,1203.35,128.54,134.8,120.52,59.65,130.86,37.602766,126.928839
불광2동,10,3,5509.0,1789.62,162.53,172.46,180.69,12.94,214.46,37.602766,126.928839
불광2동,11,0,6017.0,1238.33,123.89,125.43,111.49,182.51,146.92000000000002,37.602766,126.928839
불광2동,11,1,6219.0,1145.21,142.15,99.33,137.75,152.21,126.14,37.602766,126.928839
불광2동,11,2,7410.0,1217.24,135.23,123.5,130.29,58.91,137.63,37.602766,126.928839
불광2동,11,3,5568.0,1763.9299999999998,185.81,154.28,204.56,12.44,225.15,37.602766,126.928839
불광2동,12,0,5833.0,1212.02,113.9,113.81,115.12,183.18,145.06,37.602766,126.928839
불광2동,12,1,4788.0,883.11,104.25,79.18,101.71,116.88,100.95,37.602766,126.928839
불광2동,12,2,6892.0,1155.57,130.22,118.02,123.7,54.209999999999994,133.17,37.602766,126.928839
불광2동,12,3,6170.0,1985.68,208.47,167.37,223.21,13.07,253.63,37.602766,126.928839
응암3동,1,0,5519.0,1257.4499999999998,110.8,145.2,104.49,200.26,144.22,37.602766,126.928839
응암3동,1,1,5950.0,1192.48,134.1,139.72,134.02,148.74,140.51,37.602766,126.928839
응암3동,1,2,6129.0,1277.01,152.78,155.79,133.31,47.41,179.03,37.602766,126.928839
응암3동,1,3,4601.0,1334.83,134.44,93.51,94.19,9.41,168.53,37.602766,126.928839
응암3동,2,0,5510.0,1253.52,115.67,129.94,97.54,213.76,128.81,37.602766,126.928839
응암3동,2,1,5929.0,1195.99,144.93,144.32999999999998,132.95,156.78,140.5,37.602766,126.928839
응암3동,2,2,6165.0,1285.25,150.77,168.16,143.31,49.629999999999995,181.36,37.602766,126.928839
응암3동,2,3,4658.0,1371.8,141.71,100.88,115.98,9.75,172.87,37.602766,126.928839
응암3동,3,0,5500.0,1239.14,125.45,139.6,90.65,199.59,139.44,37.602766,126.928839
응암3동,3,1,5907.0,1189.62,142.38,136.36,149.98000000000002,150.75,137.69,37.602766,126.928839
응암3동,3,2,6198.0,1305.25,147.1,173.15,153.25,46.71,188.42,37.602766,126.928839
응암3동,3,3,4770.2,1385.81,150.36,97.22,126.31,9.47,174.1,37.602766,126.928839
응암3동,4,0,5490.0,1227.01,108.2,140.53,91.81,192.64,137.52,37.602766,126.928839
응암3동,4,1,5886.0,1189.08,129.45,128.47,138.64,142.37,143.62,37.602766,126.928839
응암3동,4,2,6232.0,1308.68,165.93,165.20000000000002,152.69,44.9,174.57,37.602766,126.928839
응암3동,4,3,4855.0,1398.2,141.35,103.32,138.68,9.7,171.1,37.602766,126.928839
응암3동,5,0,5483.0,1199.23,111.52,148.57999999999998,92.37,169.26999999999998,119.86,37.602766,126.928839
응암3동,5,1,5863.0,1157.41,137.03,119.67,139.92000000000002,129.46,128.95,37.602766,126.928839
응암3동,5,2,6265.0,1266.7,173.54,142.1,154.06,43.88,165.57999999999998,37.602766,126.928839
응암3동,5,3,4990.0,1440.05,148.37,108.75,159.64999999999998,9.6,176.93,37.602766,126.928839
응암3동,6,0,5473.0,1227.32,107.59,117.34,89.87,174.95,133.17000000000002,37.602766,126.928839
응암3동,6,1,5842.0,1169.7,139.09,119.11,127.93,135.34,130.09,37.602766,126.928839
응암3동,6,2,6301.0,1287.47,166.88,145.07,143.57999999999998,45.03,167.85,37.602766,126.928839
응암3동,6,3,5000.0,1454.96,164.98,113.53,159.51,10.12,190.55,37.602766,126.928839
응암3동,7,0,5463.0,1227.7,101.63,142.63,92.06,183.68,129.73,37.602766,126.928839
응암3동,7,1,5820.0,1166.68,124.24,133.84,128.3,142.47,126.86,37.602766,126.928839
응암3동,7,2,6333.0,1296.23,144.42,155.47,137.23000000000002,47.91,162.56,37.602766,126.928839
응암3동,7,3,5041.0,1448.13,121.75,109.24,123.21,10.35,179.35,37.602766,126.928839
응암3동,8,0,5454.0,1224.01,92.17,150.14,96.46,186.03,132.06,37.602766,126.928839
응암3동,8,1,5797.0,1157.1,112.91,125.41,126.12,142.62,129.75,37.602766,126.928839
응암3동,8,2,6367.0,1295.5,142.13,164.24,144.57999999999998,48.24,159.34,37.602766,126.928839
응암3동,8,3,5026.0,1451.07,98.65,113.55,140.45,10.57,174.37,37.602766,126.928839
응암3동,9,0,5447.0,1205.71,99.94,130.99,95.62,181.78,129.98,37.602766,126.928839
응암3동,9,1,5776.0,1158.73,129.98,130.59,131.14,145.5,134.26999999999998,37.602766,126.928839
응암3동,9,2,6402.0,1302.17,140.61,157.71,140.07,49.0,161.56,37.602766,126.928839
응암3동,9,3,5047.0,1476.92,116.75,117.88,127.0,10.32,185.69,37.602766,126.928839
응암3동,10,0,5436.0,1189.1,105.48,128.46,94.51,178.56,124.93,37.602766,126.928839
응암3동,10,1,5754.0,1156.56,127.06,137.8,122.75,142.71,137.86,37.602766,126.928839
응암3동,10,2,6437.0,1323.79,149.05,156.15,148.34,49.18,161.28,37.602766,126.928839
응암3동,10,3,5104.0,1561.08,123.57,124.01,148.23,10.39,192.92,37.602766,126.928839
응암3동,11,0,5427.0,1191.63,106.25,123.57,105.72,173.11,128.37,37.602766,126.928839
응암3동,11,1,5734.0,1144.86,121.09,121.14,122.46,133.11,127.89,37.602766,126.928839
응암3동,11,2,6470.0,1345.59,155.19,167.15,149.62,48.9,170.23,37.602766,126.928839
응암3동,11,3,5159.0,1515.09,133.13,118.18,131.72,10.55,186.15,37.602766,126.928839
응암3동,12,0,5098.0,1119.84,101.73,122.37,97.25,163.18,123.12,37.602766,126.928839
응암3동,12,1,4503.0,905.32,85.48,117.52,97.72,111.71,97.44,37.602766,126.928839
응암3동,12,2,5735.0,1204.17,134.64,152.49,140.9,44.06,158.95,37.602766,126.928839
응암3동,12,3,5801.0,1742.39,151.95,135.67000000000002,141.19,12.08,213.58,37.602766,126.928839
역촌동,1,0,10248.0,1626.22,197.54,139.55,185.9,322.37,186.06,37.604582,126.914611
역촌동,1,1,11885.0,1573.56,194.86,105.11,187.82,285.69,161.25,37.604582,126.914611
역촌동,1,2,10393.0,1122.52,119.47,95.6,119.59,81.26,122.32,37.604582,126.914611
역촌동,1,3,7160.6,1837.97,270.36,143.81,213.09,15.4,184.63,37.604582,126.914611
역촌동,2,0,10229.0,1654.61,182.31,143.56,166.3,358.39,179.16,37.604582,126.914611
역촌동,2,1,11842.0,1578.64,175.24,104.88,153.77,303.26,169.64,37.604582,126.914611
역촌동,2,2,10450.0,1116.4,111.27,96.29,106.7,87.02,117.96,37.604582,126.914611
역촌동,2,3,7468.400000000001,1928.91,234.93,148.23000000000002,163.51999999999998,16.64,198.85,37.604582,126.914611
역촌동,3,0,10210.0,1646.58,175.31,149.34,165.13,360.39,181.18,37.604582,126.914611
역촌동,3,1,11797.0,1575.16,173.17000000000002,119.71,154.7,314.36,170.92,37.604582,126.914611
역촌동,3,2,10508.0,1126.84,111.4,105.3,101.82,88.79,120.95,37.604582,126.914611
역촌동,3,3,7849.0,2013.6,241.45,170.99,161.03,17.22,206.1,37.604582,126.914611
역촌동,4,0,10188.0,1627.66,180.85,149.43,182.02,327.13,183.27,37.604582,126.914611
역촌동,4,1,11754.0,1564.24,190.81,110.68,193.22,280.5,170.48,37.604582,126.914611
역촌동,4,2,10567.0,1136.05,124.21,99.31,128.55,82.56,122.36,37.604582,126.914611
역촌동,4,3,8177.0,2102.43,255.32,166.78,227.86,16.73,218.33,37.604582,126.914611
역촌동,5,0,10170.0,1590.15,185.66,145.37,173.48000000000002,300.44,177.31,37.604582,126.914611
역촌동,5,1,11709.0,1566.37,206.34,117.55,211.33,274.78999999999996,169.37,37.604582,126.914611
역촌동,5,2,10626.0,1129.93,129.93,99.91,131.08,81.66,115.55,37.604582,126.914611
역촌동,5,3,8223.0,2125.42,281.43,158.5,262.09000000000003,16.32,215.59,37.604582,126.914611
역촌동,6,0,10150.0,1608.29,192.7,141.66,189.83,307.81,186.46,37.604582,126.914611
역촌동,6,1,11667.0,1553.18,208.08,106.94,205.83,269.32,174.89,37.604582,126.914611
역촌동,6,2,10685.0,1137.56,130.41,98.4,132.47,83.47,118.27,37.604582,126.914611
역촌동,6,3,8108.0,2089.02,292.7,157.98000000000002,277.74,16.96,216.63,37.604582,126.914611
역촌동,7,0,10130.0,1613.56,196.7,145.61,199.31,309.5,182.89,37.604582,126.914611
역촌동,7,1,11623.0,1540.77,202.37,94.65,219.96,270.57,173.48000000000002,37.604582,126.914611
역촌동,7,2,10743.0,1159.38,138.92,95.62,144.93,82.35,125.61,37.604582,126.914611
역촌동,7,3,8093.0,2076.63,323.14,157.2,321.65999999999997,16.69,217.45,37.604582,126.914611
역촌동,8,0,10111.0,1628.87,200.29,154.79,206.01,311.34000000000003,184.07,37.604582,126.914611
역촌동,8,1,11579.0,1537.15,204.29,101.39,228.77,262.51,176.66,37.604582,126.914611
역촌동,8,2,10803.0,1170.54,137.45,96.04,147.96,80.9,126.37,37.604582,126.914611
역촌동,8,3,8106.0,2100.44,322.71,164.98,323.28,16.47,215.47,37.604582,126.914611
역촌동,9,0,10091.0,1620.15,201.93,131.03,202.19,311.72,184.87,37.604582,126.914611
역촌동,9,1,11536.0,1546.53,202.66,106.12,216.78,264.01,170.36,37.604582,126.914611
역촌동,9,2,10860.0,1178.45,143.26999999999998,104.54,148.85,81.99,125.06,37.604582,126.914611
역촌동,9,3,8116.0,2133.9700000000003,299.22,163.37,300.99,16.34,230.96,37.604582,126.914611
역촌동,10,0,10071.0,1592.58,184.62,143.6,183.36,313.53999999999996,177.14,37.604582,126.914611
역촌동,10,1,11492.0,1548.43,186.78,104.2,201.07,268.15,170.44,37.604582,126.914611
역촌동,10,2,10918.0,1196.38,138.23,101.01,139.15,84.78,133.75,37.604582,126.914611
역촌동,10,3,8137.0,2220.69,293.81,178.07,275.0,17.45,227.38,37.604582,126.914611
역촌동,11,0,10053.0,1568.72,175.8,146.26,178.18,302.63,178.31,37.604582,126.914611
역촌동,11,1,11448.0,1531.09,183.04,106.82,193.61,263.15,160.29,37.604582,126.914611
역촌동,11,2,10977.0,1218.12,135.11,107.38,141.61,87.08,139.16,37.604582,126.914611
역촌동,11,3,7962.0,2067.26,261.03,162.52,253.54,17.82,208.25,37.604582,126.914611
역촌동,12,0,8836.0,1362.34,141.64,115.89,152.18,270.75,152.79000000000002,37.604582,126.914611
역촌동,12,1,9105.0,1178.9,142.91,84.49,156.82,194.53,121.56,37.604582,126.914611
역촌동,12,2,10919.0,1207.12,143.43,104.77,151.72,86.13,140.18,37.604582,126.914611
역촌동,12,3,8900.0,2364.77,321.78999999999996,177.88,299.38,18.54,243.76,37.604582,126.914611
