보충시작시각,보충타입,필요_보충_대수,순부족_대수,총출발건수,총도착건수,레코드수,year,month,day,weekday,is_weekend,hour_block,month_sin,month_cos,weekday_sin,weekday_cos,prev_need_bikes,prev_net_shortage,prev_departures,prev_arrivals,rolling_need_3,rolling_dep_3,rolling_arr_3
2024-01-08 16:00:00,오후4시보충,0.0,-3.0,11.0,14.0,25.0,2024,1,8,0,0,16,0.49999999999999994,0.8660254037844387,0.0,1.0,3.0,3.0,5.0,2.0,1.6666666666666667,3.6666666666666665,2.6666666666666665
2024-01-09 04:00:00,새벽4시보충,1.0,0.0,2.0,2.0,4.0,2024,1,9,1,0,4,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,-3.0,11.0,14.0,1.3333333333333333,6.666666666666667,6.666666666666667
2024-01-09 16:00:00,오후4시보충,1.0,0.0,8.0,8.0,15.0,2024,1,9,1,0,16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,0.0,2.0,2.0,1.3333333333333333,6.0,6.0
2024-01-10 04:00:00,새벽4시보충,1.0,1.0,4.0,3.0,7.0,2024,1,10,2,0,4,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,0.0,8.0,8.0,0.6666666666666666,7.0,8.0
2024-01-10 16:00:00,오후4시보충,1.0,-1.0,9.0,10.0,19.0,2024,1,10,2,0,16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,1.0,4.0,3.0,1.0,4.666666666666667,4.333333333333333
2024-01-11 04:00:00,새벽4시보충,1.0,1.0,7.0,6.0,13.0,2024,1,11,3,0,4,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,-1.0,9.0,10.0,1.0,7.0,7.0
2024-01-11 16:00:00,오후4시보충,0.0,-1.0,8.0,9.0,17.0,2024,1,11,3,0,16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,1.0,7.0,6.0,1.0,6.666666666666667,6.333333333333333
2024-01-12 04:00:00,새벽4시보충,3.0,3.0,7.0,4.0,11.0,2024,1,12,4,0,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,-1.0,8.0,9.0,0.6666666666666666,8.0,8.333333333333334
2024-01-12 16:00:00,오후4시보충,0.0,-3.0,12.0,15.0,27.0,2024,1,12,4,0,16,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,3.0,3.0,7.0,4.0,1.3333333333333333,7.333333333333333,6.333333333333333
2024-01-13 04:00:00,새벽4시보충,2.0,0.0,10.0,10.0,18.0,2024,1,13,5,1,4,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,-3.0,12.0,15.0,1.0,9.0,9.333333333333334
2024-01-13 16:00:00,오후4시보충,1.0,0.0,8.0,8.0,16.0,2024,1,13,5,1,16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,2.0,0.0,10.0,10.0,1.6666666666666667,9.666666666666666,9.666666666666666
2024-01-14 04:00:00,새벽4시보충,1.0,0.0,2.0,2.0,4.0,2024,1,14,6,1,4,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,0.0,8.0,8.0,1.0,10.0,11.0
2024-01-14 16:00:00,오후4시보충,2.0,0.0,5.0,5.0,10.0,2024,1,14,6,1,16,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,0.0,2.0,2.0,1.3333333333333333,6.666666666666667,6.666666666666667
2024-01-15 04:00:00,새벽4시보충,2.0,0.0,4.0,4.0,8.0,2024,1,15,0,0,4,0.49999999999999994,0.8660254037844387,0.0,1.0,2.0,0.0,5.0,5.0,1.3333333333333333,5.0,5.0
2024-01-15 16:00:00,오후4시보충,2.0,0.0,11.0,11.0,22.0,2024,1,15,0,0,16,0.49999999999999994,0.8660254037844387,0.0,1.0,2.0,0.0,4.0,4.0,1.6666666666666667,3.6666666666666665,3.6666666666666665
2024-01-16 04:00:00,새벽4시보충,1.0,1.0,4.0,3.0,7.0,2024,1,16,1,0,4,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,2.0,0.0,11.0,11.0,2.0,6.666666666666667,6.666666666666667
2024-01-16 16:00:00,오후4시보충,1.0,-1.0,12.0,13.0,25.0,2024,1,16,1,0,16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,1.0,4.0,3.0,1.6666666666666667,6.333333333333333,6.0
2024-01-17 04:00:00,새벽4시보충,1.0,0.0,2.0,2.0,4.0,2024,1,17,2,0,4,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,-1.0,12.0,13.0,1.3333333333333333,9.0,9.0
2024-01-18 04:00:00,새벽4시보충,1.0,1.0,5.0,4.0,9.0,2024,1,18,3,0,4,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,0.0,2.0,2.0,1.0,6.0,6.0
2024-01-18 16:00:00,오후4시보충,1.0,-1.0,6.0,7.0,13.0,2024,1,18,3,0,16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,1.0,5.0,4.0,1.0,6.333333333333333,6.333333333333333
2024-01-19 04:00:00,새벽4시보충,4.0,3.0,10.0,7.0,17.0,2024,1,19,4,0,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,-1.0,6.0,7.0,1.0,4.333333333333333,4.333333333333333
2024-01-19 16:00:00,오후4시보충,0.0,-3.0,9.0,12.0,20.0,2024,1,19,4,0,16,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,4.0,3.0,10.0,7.0,2.0,7.0,6.0
2024-01-20 04:00:00,새벽4시보충,1.0,0.0,4.0,4.0,8.0,2024,1,20,5,1,4,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,-3.0,9.0,12.0,1.6666666666666667,8.333333333333334,8.666666666666666
2024-01-20 16:00:00,오후4시보충,1.0,0.0,2.0,2.0,4.0,2024,1,20,5,1,16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1.0,0.0,4.0,4.0,1.6666666666666667,7.666666666666667,7.666666666666667
2024-01-21 04:00:00,새벽4시보충,1.0,0.0,1.0,1.0,2.0,2024,1,21,6,1,4,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,0.0,2.0,2.0,0.6666666666666666,5.0,6.0
2024-01-21 16:00:00,오후4시보충,3.0,0.0,10.0,10.0,18.0,2024,1,21,6,1,16,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,0.0,1.0,1.0,1.0,2.3333333333333335,2.3333333333333335
2024-01-22 04:00:00,새벽4시보충,1.0,1.0,4.0,3.0,7.0,2024,1,22,0,0,4,0.49999999999999994,0.8660254037844387,0.0,1.0,3.0,0.0,10.0,10.0,1.6666666666666667,4.333333333333333,4.333333333333333
2024-01-22 16:00:00,오후4시보충,0.0,-1.0,7.0,8.0,14.0,2024,1,22,0,0,16,0.49999999999999994,0.8660254037844387,0.0,1.0,1.0,1.0,4.0,3.0,1.6666666666666667,5.0,4.666666666666667
2024-01-23 04:00:00,새벽4시보충,1.0,1.0,4.0,3.0,6.0,2024,1,23,1,0,4,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,-1.0,7.0,8.0,1.3333333333333333,7.0,7.0
2024-01-23 16:00:00,오후4시보충,0.0,-1.0,6.0,7.0,13.0,2024,1,23,1,0,16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,1.0,4.0,3.0,0.6666666666666666,5.0,4.666666666666667
2024-01-24 04:00:00,새벽4시보충,1.0,0.0,5.0,5.0,10.0,2024,1,24,2,0,4,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,-1.0,6.0,7.0,0.3333333333333333,5.666666666666667,6.0
2024-01-24 16:00:00,오후4시보충,1.0,0.0,9.0,9.0,18.0,2024,1,24,2,0,16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,0.0,5.0,5.0,0.6666666666666666,5.0,5.0
2024-01-25 04:00:00,새벽4시보충,2.0,1.0,6.0,5.0,9.0,2024,1,25,3,0,4,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,0.0,9.0,9.0,0.6666666666666666,6.666666666666667,7.0
2024-01-25 16:00:00,오후4시보충,1.0,-1.0,8.0,9.0,15.0,2024,1,25,3,0,16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,2.0,1.0,6.0,5.0,1.3333333333333333,6.666666666666667,6.333333333333333
2024-01-26 04:00:00,새벽4시보충,2.0,0.0,4.0,4.0,8.0,2024,1,26,4,0,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,-1.0,8.0,9.0,1.3333333333333333,7.666666666666667,7.666666666666667
2024-01-26 16:00:00,오후4시보충,2.0,0.0,11.0,11.0,22.0,2024,1,26,4,0,16,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.0,0.0,4.0,4.0,1.6666666666666667,6.0,6.0
2024-01-27 04:00:00,새벽4시보충,4.0,0.0,16.0,16.0,32.0,2024,1,27,5,1,4,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,2.0,0.0,11.0,11.0,1.6666666666666667,7.666666666666667,8.0
2024-01-27 16:00:00,오후4시보충,3.0,0.0,16.0,16.0,32.0,2024,1,27,5,1,16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,4.0,0.0,16.0,16.0,2.6666666666666665,10.333333333333334,10.333333333333334
2024-01-28 04:00:00,새벽4시보충,2.0,1.0,7.0,6.0,13.0,2024,1,28,6,1,4,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,3.0,0.0,16.0,16.0,3.0,14.333333333333334,14.333333333333334
2024-01-28 16:00:00,오후4시보충,2.0,-1.0,7.0,8.0,13.0,2024,1,28,6,1,16,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,2.0,1.0,7.0,6.0,3.0,13.0,12.666666666666666
2024-01-29 04:00:00,새벽4시보충,1.0,0.0,7.0,7.0,14.0,2024,1,29,0,0,4,0.49999999999999994,0.8660254037844387,0.0,1.0,2.0,-1.0,7.0,8.0,2.3333333333333335,10.0,10.0
2024-01-29 16:00:00,오후4시보충,1.0,1.0,12.0,11.0,23.0,2024,1,29,0,0,16,0.49999999999999994,0.8660254037844387,0.0,1.0,1.0,0.0,7.0,7.0,1.6666666666666667,7.0,7.0
2024-01-30 04:00:00,새벽4시보충,1.0,-1.0,7.0,8.0,15.0,2024,1,30,1,0,4,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,1.0,12.0,11.0,1.3333333333333333,8.666666666666666,8.666666666666666
2024-01-30 16:00:00,오후4시보충,3.0,0.0,14.0,14.0,28.0,2024,1,30,1,0,16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,-1.0,7.0,8.0,1.0,8.666666666666666,8.666666666666666
2024-01-31 04:00:00,새벽4시보충,1.0,1.0,3.0,2.0,5.0,2024,1,31,2,0,4,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,3.0,0.0,14.0,14.0,1.6666666666666667,11.0,11.0
2024-01-31 16:00:00,오후4시보충,1.0,-1.0,20.0,21.0,41.0,2024,1,31,2,0,16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,1.0,3.0,2.0,1.6666666666666667,8.0,8.0
2024-02-01 04:00:00,새벽4시보충,1.0,0.0,4.0,4.0,8.0,2024,2,1,3,0,4,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,-1.0,20.0,21.0,1.6666666666666667,12.333333333333334,12.333333333333334
2024-02-01 16:00:00,오후4시보충,3.0,0.0,14.0,14.0,28.0,2024,2,1,3,0,16,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,0.0,4.0,4.0,1.0,9.0,9.0
2024-02-02 04:00:00,새벽4시보충,2.0,1.0,6.0,5.0,11.0,2024,2,2,4,0,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3.0,0.0,14.0,14.0,1.6666666666666667,12.666666666666666,13.0
2024-02-02 16:00:00,오후4시보충,1.0,0.0,12.0,12.0,22.0,2024,2,2,4,0,16,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,2.0,1.0,6.0,5.0,2.0,8.0,7.666666666666667
2024-02-03 04:00:00,새벽4시보충,1.0,-1.0,4.0,5.0,9.0,2024,2,3,5,1,4,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,0.0,12.0,12.0,2.0,10.666666666666666,10.333333333333334
2024-02-03 16:00:00,오후4시보충,4.0,0.0,16.0,16.0,30.0,2024,2,3,5,1,16,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,-1.0,4.0,5.0,1.3333333333333333,7.333333333333333,7.333333333333333
2024-02-04 04:00:00,새벽4시보충,1.0,0.0,5.0,5.0,10.0,2024,2,4,6,1,4,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,4.0,0.0,16.0,16.0,2.0,10.666666666666666,11.0
2024-02-04 16:00:00,오후4시보충,3.0,0.0,15.0,15.0,28.0,2024,2,4,6,1,16,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.0,0.0,5.0,5.0,2.0,8.333333333333334,8.666666666666666
2024-02-05 04:00:00,새벽4시보충,1.0,0.0,3.0,3.0,6.0,2024,2,5,0,0,4,0.8660254037844386,0.5000000000000001,0.0,1.0,3.0,0.0,15.0,15.0,2.6666666666666665,12.0,12.0
2024-02-06 04:00:00,새벽4시보충,2.0,0.0,6.0,6.0,12.0,2024,2,6,1,0,4,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.0,0.0,3.0,3.0,1.6666666666666667,7.666666666666667,7.666666666666667
2024-02-06 16:00:00,오후4시보충,1.0,0.0,6.0,6.0,12.0,2024,2,6,1,0,16,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.0,0.0,6.0,6.0,2.0,8.0,8.0
2024-02-07 04:00:00,새벽4시보충,2.0,0.0,7.0,7.0,12.0,2024,2,7,2,0,4,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.0,0.0,6.0,6.0,1.3333333333333333,5.0,5.0
2024-02-07 16:00:00,오후4시보충,2.0,0.0,10.0,10.0,20.0,2024,2,7,2,0,16,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,2.0,0.0,7.0,7.0,1.6666666666666667,6.333333333333333,6.333333333333333
2024-02-08 04:00:00,새벽4시보충,2.0,0.0,9.0,9.0,16.0,2024,2,8,3,0,4,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,2.0,0.0,10.0,10.0,1.6666666666666667,7.666666666666667,7.666666666666667
2024-02-08 16:00:00,오후4시보충,3.0,0.0,14.0,14.0,26.0,2024,2,8,3,0,16,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,2.0,0.0,9.0,9.0,2.0,8.666666666666666,8.666666666666666
2024-02-09 04:00:00,새벽4시보충,1.0,1.0,5.0,4.0,9.0,2024,2,9,4,0,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3.0,0.0,14.0,14.0,2.3333333333333335,11.0,11.0
2024-02-09 16:00:00,오후4시보충,1.0,-1.0,8.0,9.0,17.0,2024,2,9,4,0,16,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,1.0,5.0,4.0,2.0,9.333333333333334,9.0
2024-02-10 04:00:00,새벽4시보충,1.0,0.0,3.0,3.0,6.0,2024,2,10,5,1,4,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,-1.0,8.0,9.0,1.6666666666666667,9.0,9.0
2024-02-10 16:00:00,오후4시보충,2.0,0.0,5.0,5.0,10.0,2024,2,10,5,1,16,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,0.0,3.0,3.0,1.0,5.333333333333333,5.333333333333333
2024-02-11 04:00:00,새벽4시보충,1.0,0.0,8.0,8.0,16.0,2024,2,11,6,1,4,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,2.0,0.0,5.0,5.0,1.3333333333333333,5.333333333333333,5.666666666666667
2024-02-11 16:00:00,오후4시보충,2.0,0.0,6.0,6.0,12.0,2024,2,11,6,1,16,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.0,0.0,8.0,8.0,1.3333333333333333,5.333333333333333,5.333333333333333
2024-02-12 04:00:00,새벽4시보충,3.0,1.0,14.0,13.0,25.0,2024,2,12,0,0,4,0.8660254037844386,0.5000000000000001,0.0,1.0,2.0,0.0,6.0,6.0,1.6666666666666667,6.333333333333333,6.333333333333333
2024-02-12 16:00:00,오후4시보충,2.0,-1.0,17.0,18.0,33.0,2024,2,12,0,0,16,0.8660254037844386,0.5000000000000001,0.0,1.0,3.0,1.0,14.0,13.0,2.0,9.333333333333334,9.0
2024-02-13 04:00:00,새벽4시보충,3.0,0.0,12.0,12.0,20.0,2024,2,13,1,0,4,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.0,-1.0,17.0,18.0,2.3333333333333335,12.333333333333334,12.333333333333334
2024-02-13 16:00:00,오후4시보충,4.0,0.0,24.0,24.0,42.0,2024,2,13,1,0,16,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3.0,0.0,12.0,12.0,2.6666666666666665,14.333333333333334,14.333333333333334
2024-02-14 04:00:00,새벽4시보충,3.0,0.0,12.0,12.0,24.0,2024,2,14,2,0,4,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,4.0,0.0,24.0,24.0,3.0,17.666666666666668,18.0
2024-02-14 16:00:00,오후4시보충,4.0,0.0,30.0,30.0,59.0,2024,2,14,2,0,16,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3.0,0.0,12.0,12.0,3.3333333333333335,16.0,16.0
2024-02-15 04:00:00,새벽4시보충,1.0,1.0,2.0,1.0,3.0,2024,2,15,3,0,4,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,4.0,0.0,30.0,30.0,3.6666666666666665,22.0,22.0
2024-02-15 16:00:00,오후4시보충,0.0,-1.0,7.0,8.0,15.0,2024,2,15,3,0,16,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,1.0,2.0,1.0,2.6666666666666665,14.666666666666666,14.333333333333334
2024-02-16 04:00:00,새벽4시보충,2.0,1.0,10.0,9.0,19.0,2024,2,16,4,0,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,-1.0,7.0,8.0,1.6666666666666667,13.0,13.0
2024-02-16 16:00:00,오후4시보충,1.0,-1.0,15.0,16.0,31.0,2024,2,16,4,0,16,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,2.0,1.0,10.0,9.0,1.0,6.333333333333333,6.0
2024-02-17 04:00:00,새벽4시보충,2.0,0.0,11.0,11.0,22.0,2024,2,17,5,1,4,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,-1.0,15.0,16.0,1.0,10.666666666666666,11.0
2024-02-17 16:00:00,오후4시보충,2.0,0.0,14.0,14.0,28.0,2024,2,17,5,1,16,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,2.0,0.0,11.0,11.0,1.6666666666666667,12.0,12.0
2024-02-18 04:00:00,새벽4시보충,2.0,0.0,5.0,5.0,10.0,2024,2,18,6,1,4,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,2.0,0.0,14.0,14.0,1.6666666666666667,13.333333333333334,13.666666666666666
2024-02-18 16:00:00,오후4시보충,1.0,0.0,1.0,1.0,2.0,2024,2,18,6,1,16,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,2.0,0.0,5.0,5.0,2.0,10.0,10.0
2024-02-19 04:00:00,새벽4시보충,1.0,0.0,1.0,1.0,2.0,2024,2,19,0,0,4,0.8660254037844386,0.5000000000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.6666666666666667,6.666666666666667,6.666666666666667
2024-02-19 16:00:00,오후4시보충,2.0,0.0,8.0,8.0,16.0,2024,2,19,0,0,16,0.8660254037844386,0.5000000000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.3333333333333333,2.3333333333333335,2.3333333333333335
2024-02-20 04:00:00,새벽4시보충,2.0,0.0,5.0,5.0,8.0,2024,2,20,1,0,4,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.0,0.0,8.0,8.0,1.3333333333333333,3.3333333333333335,3.3333333333333335
2024-02-20 16:00:00,오후4시보충,3.0,0.0,10.0,10.0,20.0,2024,2,20,1,0,16,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.0,0.0,5.0,5.0,1.6666666666666667,4.666666666666667,4.666666666666667
2024-02-21 04:00:00,새벽4시보충,1.0,0.0,1.0,1.0,2.0,2024,2,21,2,0,4,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3.0,0.0,10.0,10.0,2.3333333333333335,7.666666666666667,7.666666666666667
2024-02-22 16:00:00,오후4시보충,1.0,0.0,5.0,5.0,10.0,2024,2,22,3,0,16,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,0.0,1.0,1.0,2.0,5.333333333333333,5.333333333333333
2024-02-23 04:00:00,새벽4시보충,1.0,0.0,5.0,5.0,10.0,2024,2,23,4,0,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,0.0,5.0,5.0,1.6666666666666667,5.333333333333333,5.333333333333333
2024-02-23 16:00:00,오후4시보충,2.0,0.0,14.0,14.0,28.0,2024,2,23,4,0,16,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,0.0,5.0,5.0,1.0,3.6666666666666665,3.6666666666666665
2024-02-24 04:00:00,새벽4시보충,1.0,1.0,3.0,2.0,5.0,2024,2,24,5,1,4,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,2.0,0.0,14.0,14.0,1.3333333333333333,8.0,8.0
2024-02-24 16:00:00,오후4시보충,3.0,-1.0,12.0,13.0,24.0,2024,2,24,5,1,16,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,1.0,3.0,2.0,1.3333333333333333,7.333333333333333,7.0
2024-02-25 04:00:00,새벽4시보충,2.0,2.0,6.0,4.0,8.0,2024,2,25,6,1,4,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,3.0,-1.0,12.0,13.0,2.0,9.666666666666666,9.666666666666666
2024-02-25 16:00:00,오후4시보충,1.0,-2.0,13.0,15.0,27.0,2024,2,25,6,1,16,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,2.0,2.0,6.0,4.0,2.0,7.0,6.333333333333333
2024-02-26 04:00:00,새벽4시보충,1.0,1.0,7.0,6.0,13.0,2024,2,26,0,0,4,0.8660254037844386,0.5000000000000001,0.0,1.0,1.0,-2.0,13.0,15.0,2.0,10.333333333333334,10.666666666666666
2024-02-26 16:00:00,오후4시보충,2.0,-1.0,20.0,21.0,40.0,2024,2,26,0,0,16,0.8660254037844386,0.5000000000000001,0.0,1.0,1.0,1.0,7.0,6.0,1.3333333333333333,8.666666666666666,8.333333333333334
2024-02-27 04:00:00,새벽4시보충,2.0,0.0,10.0,10.0,20.0,2024,2,27,1,0,4,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.0,-1.0,20.0,21.0,1.3333333333333333,13.333333333333334,14.0
