기준_날짜,집계_기준,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,기준_시간
20240103,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,580.0,2020.0
20240103,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,580.0,2020.0
20240103,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,2.0,636.0,2055.0
20240103,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,2.0,636.0,2055.0
20240103,출발시간,ST-2263,진관동_108_6,ST-481,구산동_062_1,1.0,13.0,2660.0,1940.0
20240103,출발시간,ST-2263,진관동_108_6,ST-2263,진관동_108_6,1.0,12.0,0.0,1940.0
20240103,도착시간,ST-2263,진관동_108_6,ST-481,구산동_062_1,1.0,13.0,2660.0,1955.0
20240103,도착시간,ST-2263,진관동_108_6,ST-2263,진관동_108_6,1.0,12.0,0.0,1950.0
20240103,도착시간,ST-2263,진관동_108_6,ST-476,진관동_069_3,1.0,12.0,1566.0,2210.0
20240103,출발시간,ST-2263,진관동_108_6,ST-476,진관동_069_3,1.0,12.0,1566.0,2155.0
20240103,도착시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,19.0,2094.0,2205.0
20240103,출발시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,19.0,2094.0,2145.0
20240103,출발시간,ST-3126,진관동_096_1,ST-1038,불광2동_033_1,1.0,73.0,2015.0,1755.0
20240103,출발시간,ST-1027,진관동_038_1,ST-1023,진관동_016_1,1.0,18.0,2920.0,1800.0
20240103,출발시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,86.0,1110.0,1700.0
20240103,도착시간,ST-3126,진관동_096_1,ST-1038,불광2동_033_1,1.0,73.0,2015.0,1910.0
20240103,도착시간,ST-1027,진관동_038_1,ST-1023,진관동_016_1,1.0,18.0,2920.0,1820.0
20240103,도착시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,86.0,1110.0,1830.0
20240104,도착시간,ST-2263,진관동_108_6,ST-2263,진관동_108_6,1.0,35.0,1017.0,650.0
20240104,도착시간,ST-3126,진관동_096_1,ST-2470,불광1동_053_1,1.0,14.0,2890.0,630.0
20240104,도착시간,ST-1027,진관동_038_1,ST-2781,진관동_069_2,1.0,42.0,1450.0,630.0
20240104,출발시간,ST-1027,진관동_038_1,ST-2781,진관동_069_2,1.0,42.0,1450.0,545.0
20240104,출발시간,ST-2263,진관동_108_6,ST-2263,진관동_108_6,1.0,35.0,1017.0,615.0
20240104,출발시간,ST-3126,진관동_096_1,ST-2470,불광1동_053_1,1.0,14.0,2890.0,615.0
20240104,출발시간,ST-2263,진관동_108_6,ST-1029,녹번동_041_1,1.0,19.0,4244.0,730.0
20240104,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,2.0,700.0,735.0
20240104,도착시간,ST-2263,진관동_108_6,ST-456,갈현2동_038_1,1.0,11.0,2490.0,720.0
20240104,출발시간,ST-2263,진관동_108_6,ST-456,갈현2동_038_1,1.0,11.0,2490.0,710.0
20240104,출발시간,ST-2263,진관동_108_6,ST-2782,갈현1동_039_1,1.0,10.0,1654.0,115.0
20240104,도착시간,ST-2263,진관동_108_6,ST-2782,갈현1동_039_1,1.0,10.0,1654.0,125.0
20240104,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,2.0,630.0,2120.0
20240104,출발시간,ST-3126,진관동_096_1,ST-1481,진관동_038_3,1.0,5.0,810.0,2155.0
